Selected Gene,Selected Gene name,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping TSS
ENSG00000173875,ZNF791,12610920,ENSG00000188033,ZNF490,12610813
ENSG00000104774,MAN2B1,12666742,ENSG00000123154,WDR83,12666807
ENSG00000123154,WDR83,12666807,ENSG00000104774,MAN2B1,12666742
ENSG00000167815,PRDX2,12801800,ENSG00000284491,THSD8,12802069
ENSG00000086544,ITPKC,40717112,ENSG00000123815,COQ8B,40716886
ENSG00000123815,COQ8B,40716886,ENSG00000086544,ITPKC,40717112
ENSG00000142444,TIMM29,10928811,ENSG00000130733,YIPF2,10928639
ENSG00000105669,COPE,18919387,ENSG00000105671,DDX49,18919715
ENSG00000105671,DDX49,18919715,ENSG00000105669,COPE,18919387
ENSG00000130175,PRKCSH,11435635,ENSG00000198003,ODAD3,11435121
ENSG00000011478,QPCTL,45692666,ENSG00000125743,SNRPD2,45691953
ENSG00000079462,PAFAH1B3,42302624,ENSG00000188368,PRR19,42302132
ENSG00000167635,ZNF146,36215106,ENSG00000196357,ZNF565,36214665
ENSG00000115255,REEP6,1491181,ENSG00000115257,PCSK4,1490350
ENSG00000104915,STX10,13150375,ENSG00000160888,IER2,13150411
ENSG00000160888,IER2,13150411,ENSG00000104915,STX10,13150375
ENSG00000132024,CC2D1A,13906201,ENSG00000132016,BRME1,13906117
ENSG00000161277,THAP8,36054285,ENSG00000075702,WDR62,36054897
ENSG00000105258,POLR2I,36114875,ENSG00000105254,TBCB,36115468
ENSG00000105254,TBCB,36115468,ENSG00000105258,POLR2I,36114875
ENSG00000075702,WDR62,36054897,ENSG00000161277,THAP8,36054285
ENSG00000105618,PRPF31,54115754,ENSG00000105619,TFPT,54115657
ENSG00000188368,PRR19,42302132,ENSG00000079462,PAFAH1B3,42302624
ENSG00000125743,SNRPD2,45691953,ENSG00000011478,QPCTL,45692666
ENSG00000105619,TFPT,54115657,ENSG00000105618,PRPF31,54115754
ENSG00000131351,HAUS8,17075452,ENSG00000099331,MYO9B,17075777
ENSG00000284491,THSD8,12802069,ENSG00000167815,PRDX2,12801800
ENSG00000099331,MYO9B,17075777,ENSG00000131351,HAUS8,17075452
ENSG00000142530,GARIN5A,50476848,ENSG00000161671,EMC10,50476507
ENSG00000161671,EMC10,50476507,ENSG00000142530,GARIN5A,50476848
ENSG00000174917,MICOS13,5680516,ENSG00000167733,HSD11B1L,5681027
ENSG00000167733,HSD11B1L,5681027,ENSG00000174917,MICOS13,5680516
ENSG00000196365,LONP1,5720146,ENSG00000174898,CATSPERD,5720637
ENSG00000174898,CATSPERD,5720637,ENSG00000196365,LONP1,5720146
ENSG00000077463,SIRT6,4182563,ENSG00000089847,ANKRD24,4182689
ENSG00000167378,IRGQ,43596134,ENSG00000124444,ZNF576,43596595
ENSG00000124444,ZNF576,43596595,ENSG00000167378,IRGQ,43596134
ENSG00000169136,ATF5,49929205,ENSG00000213024,NUP62,49929504
ENSG00000104886,PLEKHJ1,2236329,ENSG00000104897,SF3A2,2236824
ENSG00000104897,SF3A2,2236824,ENSG00000104886,PLEKHJ1,2236329
ENSG00000129933,MAU2,19320829,ENSG00000105705,SUGP1,19320509
ENSG00000132016,BRME1,13906117,ENSG00000132024,CC2D1A,13906201
ENSG00000214046,SMIM7,16660144,ENSG00000072954,TMEM38A,16661139
ENSG00000072954,TMEM38A,16661139,ENSG00000214046,SMIM7,16660144
ENSG00000089847,ANKRD24,4182689,ENSG00000077463,SIRT6,4182563
ENSG00000077348,EXOSC5,41397359,ENSG00000248098,BCKDHA,41397818
ENSG00000179168,GGN,38388034,ENSG00000188766,SPRED3,38388697
ENSG00000188766,SPRED3,38388697,ENSG00000179168,GGN,38388034
ENSG00000105186,ANKRD27,32675180,ENSG00000186326,RGS9BP,32675848
ENSG00000186326,RGS9BP,32675848,ENSG00000105186,ANKRD27,32675180
ENSG00000229833,PET100,7629793,ENSG00000076924,XAB2,7629545
ENSG00000273111,LYPD4,41844683,ENSG00000142025,DMRTC2,41845042
ENSG00000142025,DMRTC2,41845042,ENSG00000273111,LYPD4,41844683
ENSG00000126453,BCL2L12,49665933,ENSG00000126456,IRF3,49665857
ENSG00000188493,ACTMAP,40750477,ENSG00000077312,SNRPA,40751203
ENSG00000077312,SNRPA,40751203,ENSG00000188493,ACTMAP,40750477
ENSG00000185453,ZSWIM9,48170680,ENSG00000105486,LIG1,48170344
ENSG00000105486,LIG1,48170344,ENSG00000185453,ZSWIM9,48170680
ENSG00000172081,MOB3A,2096326,ENSG00000099840,IZUMO4,2096915
ENSG00000099840,IZUMO4,2096915,ENSG00000172081,MOB3A,2096326
ENSG00000131944,FAAP24,32972242,ENSG00000121289,CEP89,32971958
ENSG00000115257,PCSK4,1490350,ENSG00000115255,REEP6,1491181
ENSG00000234465,PINLYP,43575801,ENSG00000073050,XRCC1,43575527
ENSG00000104946,TBC1D17,49877702,ENSG00000204673,AKT1S1,49877355
ENSG00000213024,NUP62,49929504,ENSG00000169136,ATF5,49929205
ENSG00000160392,C19orf47,40348397,ENSG00000105223,PLD3,40348695
ENSG00000089335,ZNF302,34677678,ENSG00000205209,SCGB2B2,34677159
ENSG00000185869,ZNF829,36916291,ENSG00000198453,ZNF568,36916332
ENSG00000198453,ZNF568,36916332,ENSG00000185869,ZNF829,36916291
ENSG00000104812,GYS1,48993309,ENSG00000183207,RUVBL2,48993887
ENSG00000177380,PPFIA3,49119544,ENSG00000221916,C19orf73,49119143
ENSG00000105223,PLD3,40348695,ENSG00000160392,C19orf47,40348397
ENSG00000104825,NFKBIB,38899969,ENSG00000068903,SIRT2,38899618
ENSG00000068903,SIRT2,38899618,ENSG00000104825,NFKBIB,38899969
ENSG00000104835,SARS2,38930763,ENSG00000128626,MRPS12,38930944
ENSG00000128626,MRPS12,38930944,ENSG00000104835,SARS2,38930763
ENSG00000090372,STRN4,46746450,ENSG00000181027,FKRP,46746057
ENSG00000181027,FKRP,46746057,ENSG00000090372,STRN4,46746450
ENSG00000130254,SAFB2,5622776,ENSG00000160633,SAFB,5623083
ENSG00000205209,SCGB2B2,34677159,ENSG00000089335,ZNF302,34677678
ENSG00000183207,RUVBL2,48993887,ENSG00000104812,GYS1,48993309
ENSG00000167785,ZNF558,8832304,ENSG00000170948,MBD3L1,8832377
ENSG00000170948,MBD3L1,8832377,ENSG00000167785,ZNF558,8832304
ENSG00000180479,ZNF571,37594792,ENSG00000171817,ZNF540,37594876
ENSG00000149050,ZNF214,7020346,ENSG00000158077,NLRP14,7020479
ENSG00000170946,DNAJC24,31369860,ENSG00000170959,DCDC1,31369739
ENSG00000109911,ELP4,31509767,ENSG00000148950,IMMP1L,31509622
ENSG00000148950,IMMP1L,31509622,ENSG00000109911,ELP4,31509767
ENSG00000169519,METTL15,28108388,ENSG00000121621,KIF18A,28108156
ENSG00000166012,TAF1D,93741495,ENSG00000182919,C11orf54,93741672
ENSG00000110013,SIAE,124673739,ENSG00000064199,SPA17,124673904
ENSG00000121621,KIF18A,28108156,ENSG00000169519,METTL15,28108388
ENSG00000197798,FAM118B,126211782,ENSG00000165526,RPUSD4,126211650
ENSG00000126432,PRDX5,64318121,ENSG00000173113,TRMT112,64317559
ENSG00000177700,POLR2L,842529,ENSG00000214063,TSPAN4,842852
ENSG00000149308,NPAT,108222638,ENSG00000149311,ATM,108223067
ENSG00000109846,CRYAB,111911770,ENSG00000170276,HSPB2,111912734
ENSG00000170276,HSPB2,111912734,ENSG00000109846,CRYAB,111911770
ENSG00000150776,NKAPD1,112074299,ENSG00000150773,PIH1D2,112074017
ENSG00000150779,TIMM8B,112086756,ENSG00000204370,SDHD,112086873
ENSG00000158077,NLRP14,7020479,ENSG00000149050,ZNF214,7020346
ENSG00000137522,RNF121,71929046,ENSG00000254469,XNDC1N,71928594
ENSG00000077458,FAM76B,95789782,ENSG00000166037,CEP57,95790498
ENSG00000166037,CEP57,95790498,ENSG00000077458,FAM76B,95789782
ENSG00000175573,C11orf68,65919062,ENSG00000175550,DRAP1,65919426
ENSG00000175550,DRAP1,65919426,ENSG00000175573,C11orf68,65919062
ENSG00000175376,EIF1AD,66002157,ENSG00000175334,BANF1,66002503
ENSG00000175334,BANF1,66002503,ENSG00000175376,EIF1AD,66002157
ENSG00000134825,TMEM258,61792599,ENSG00000168496,FEN1,61792911
ENSG00000168496,FEN1,61792911,ENSG00000134825,TMEM258,61792599
ENSG00000167257,RNF214,117232671,ENSG00000160613,PCSK7,117232073
ENSG00000149761,NUDT22,64226274,ENSG00000149743,TRPT1,64226186
ENSG00000197345,MRPL21,68903832,ENSG00000132740,IGHMBP2,68903891
ENSG00000132740,IGHMBP2,68903891,ENSG00000197345,MRPL21,68903832
ENSG00000182919,C11orf54,93741672,ENSG00000166012,TAF1D,93741495
ENSG00000064199,SPA17,124673904,ENSG00000110013,SIAE,124673739
ENSG00000255561,FDXACB1,111879165,ENSG00000137720,CFAP68,111879541
ENSG00000137720,CFAP68,111879541,ENSG00000255561,FDXACB1,111879165
ENSG00000185522,LMNTD2,560738,ENSG00000099849,RASSF7,560970
ENSG00000099849,RASSF7,560970,ENSG00000185522,LMNTD2,560738
ENSG00000181924,COA4,73876846,ENSG00000175575,PAAF1,73876999
ENSG00000175575,PAAF1,73876999,ENSG00000181924,COA4,73876846
ENSG00000214517,PPME1,74171289,ENSG00000168014,C2CD3,74171002
ENSG00000182934,SRPRA,126268895,ENSG00000110074,FOXRED1,126269154
ENSG00000149743,TRPT1,64226186,ENSG00000149761,NUDT22,64226274
ENSG00000174165,ZDHHC24,66546048,ENSG00000248746,ACTN3,66546903
ENSG00000248746,ACTN3,66546903,ENSG00000174165,ZDHHC24,66546048
ENSG00000213619,NDUFS3,47579074,ENSG00000123444,KBTBD4,47578970
ENSG00000123444,KBTBD4,47578970,ENSG00000213619,NDUFS3,47579074
ENSG00000213593,TMX2,57712593,ENSG00000156603,MED19,57712215
ENSG00000180425,C11orf71,114400511,ENSG00000076053,RBM7,114400666
ENSG00000076053,RBM7,114400666,ENSG00000180425,C11orf71,114400511
ENSG00000165526,RPUSD4,126211650,ENSG00000197798,FAM118B,126211782
ENSG00000142082,SIRT3,236342,ENSG00000185627,PSMD13,236976
ENSG00000132275,RRP8,6603616,ENSG00000166333,ILK,6603774
ENSG00000166333,ILK,6603774,ENSG00000132275,RRP8,6603616
ENSG00000168014,C2CD3,74171002,ENSG00000214517,PPME1,74171289
ENSG00000149231,CCDC82,96389912,ENSG00000183340,JRKL,96390013
ENSG00000183340,JRKL,96390013,ENSG00000149231,CCDC82,96389912
ENSG00000167986,DDB1,61333105,ENSG00000149476,TKFC,61333228
ENSG00000149476,TKFC,61333228,ENSG00000167986,DDB1,61333105
ENSG00000162144,CYB561A3,61361882,ENSG00000149483,TMEM138,61362374
ENSG00000149532,CPSF7,61429975,ENSG00000167985,SDHAF2,61430124
ENSG00000167985,SDHAF2,61430124,ENSG00000149532,CPSF7,61429975
ENSG00000149489,ROM1,62613257,ENSG00000149499,EML3,62612775
ENSG00000149499,EML3,62612775,ENSG00000149489,ROM1,62613257
ENSG00000278615,C11orf98,62665210,ENSG00000214756,CSKMT,62665312
ENSG00000214756,CSKMT,62665312,ENSG00000278615,C11orf98,62665210
ENSG00000204922,UQCC3,62671673,ENSG00000162194,LBHD1,62672267
ENSG00000162188,GNG3,62707676,ENSG00000168000,BSCL2,62707424
ENSG00000150773,PIH1D2,112074017,ENSG00000150776,NKAPD1,112074299
ENSG00000118181,RPS25,119018343,ENSG00000196655,TRAPPC4,119018766
ENSG00000196655,TRAPPC4,119018766,ENSG00000118181,RPS25,119018343
ENSG00000132254,ARFIP2,6481331,ENSG00000132286,TIMM10B,6481501
ENSG00000132286,TIMM10B,6481501,ENSG00000132254,ARFIP2,6481331
ENSG00000173113,TRMT112,64317559,ENSG00000126432,PRDX5,64318121
ENSG00000168000,BSCL2,62707424,ENSG00000162188,GNG3,62707676
ENSG00000182791,CCDC87,66593063,ENSG00000173992,CCS,66593185
ENSG00000173992,CCS,66593185,ENSG00000182791,CCDC87,66593063
ENSG00000137492,THAP12,76381132,ENSG00000179240,GVQW3,76381323
ENSG00000179240,GVQW3,76381323,ENSG00000137492,THAP12,76381132
ENSG00000166441,RPL27A,8682792,ENSG00000166436,TRIM66,8682665
ENSG00000149089,APIP,34916379,ENSG00000110435,PDHX,34916618
ENSG00000110435,PDHX,34916618,ENSG00000149089,APIP,34916379
ENSG00000048649,RSF1,77820722,ENSG00000087884,AAMDC,77821144
ENSG00000177042,TMEM80,695816,ENSG00000177030,DEAF1,695222
ENSG00000177963,RIC8A,207708,ENSG00000177951,BET1L,207399
ENSG00000170959,DCDC1,31369739,ENSG00000170946,DNAJC24,31369860
ENSG00000156603,MED19,57712215,ENSG00000213593,TMX2,57712593
ENSG00000160613,PCSK7,117232073,ENSG00000167257,RNF214,117232671
ENSG00000137497,NUMA1,72080542,ENSG00000184154,LRRC51,72080850
ENSG00000185627,PSMD13,236976,ENSG00000142082,SIRT3,236342
ENSG00000177951,BET1L,207399,ENSG00000177963,RIC8A,207708
ENSG00000184154,LRRC51,72080850,ENSG00000137497,NUMA1,72080542
ENSG00000110756,HPS5,18322140,ENSG00000110768,GTF2H1,18322567
ENSG00000110768,GTF2H1,18322567,ENSG00000110756,HPS5,18322140
ENSG00000151502,VPS26B,134224671,ENSG00000151503,NCAPD3,134223967
ENSG00000151500,THYN1,134253352,ENSG00000151498,ACAD8,134253568
ENSG00000151498,ACAD8,134253568,ENSG00000151500,THYN1,134253352
ENSG00000149311,ATM,108223067,ENSG00000149308,NPAT,108222638
ENSG00000177030,DEAF1,695222,ENSG00000177042,TMEM80,695816
ENSG00000151503,NCAPD3,134223967,ENSG00000151502,VPS26B,134224671
ENSG00000110074,FOXRED1,126269154,ENSG00000182934,SRPRA,126268895
ENSG00000214063,TSPAN4,842852,ENSG00000177700,POLR2L,842529
ENSG00000149483,TMEM138,61362374,ENSG00000162144,CYB561A3,61361882
ENSG00000162194,LBHD1,62672267,ENSG00000204922,UQCC3,62671673
ENSG00000188997,KCTD21,78188626,ENSG00000118369,USP35,78188919
ENSG00000118369,USP35,78188919,ENSG00000188997,KCTD21,78188626
ENSG00000110665,C11orf21,2301918,ENSG00000064201,TSPAN32,2302013
ENSG00000064201,TSPAN32,2302013,ENSG00000110665,C11orf21,2301918
ENSG00000146670,CDCA5,65084040,ENSG00000162300,ZFPL1,65084222
ENSG00000162300,ZFPL1,65084222,ENSG00000146670,CDCA5,65084040
ENSG00000149806,FAU,65122134,ENSG00000149792,MRPL49,65122321
ENSG00000149792,MRPL49,65122321,ENSG00000149806,FAU,65122134
ENSG00000070985,TRPM5,2444514,ENSG00000053918,KCNQ1,2445008
ENSG00000150316,CWC15,94973556,ENSG00000186280,KDM4D,94973709
ENSG00000186280,KDM4D,94973709,ENSG00000150316,CWC15,94973556
ENSG00000020922,MRE11,94493844,ENSG00000168876,ANKRD49,94493984
ENSG00000168876,ANKRD49,94493984,ENSG00000020922,MRE11,94493844
ENSG00000087884,AAMDC,77821144,ENSG00000048649,RSF1,77820722
ENSG00000254469,XNDC1N,71928594,ENSG00000137522,RNF121,71929046
ENSG00000118363,SPCS2,74949266,ENSG00000166435,XRRA1,74949091
ENSG00000182359,KBTBD3,106077347,ENSG00000149313,AASDHPPT,106077662
ENSG00000149313,AASDHPPT,106077662,ENSG00000182359,KBTBD3,106077347
ENSG00000166435,XRRA1,74949091,ENSG00000118363,SPCS2,74949266
ENSG00000166436,TRIM66,8682665,ENSG00000166441,RPL27A,8682792
ENSG00000180423,HARBI1,46617227,ENSG00000175224,ATG13,46617553
ENSG00000175224,ATG13,46617553,ENSG00000180423,HARBI1,46617227
ENSG00000175220,ARHGAP1,46700619,ENSG00000175213,ZNF408,46701031
ENSG00000175213,ZNF408,46701031,ENSG00000175220,ARHGAP1,46700619
ENSG00000053918,KCNQ1,2445008,ENSG00000070985,TRPM5,2444514
ENSG00000204370,SDHD,112086873,ENSG00000150779,TIMM8B,112086756
ENSG00000074755,ZZEF1,4143030,ENSG00000167740,CYB5D2,4143197
ENSG00000256806,C17orf100,6651762,ENSG00000108590,MED31,6651605
ENSG00000129235,TXNDC17,6641060,ENSG00000198920,KIAA0753,6640711
ENSG00000198920,KIAA0753,6640711,ENSG00000129235,TXNDC17,6641060
ENSG00000108590,MED31,6651605,ENSG00000256806,C17orf100,6651762
ENSG00000198783,ZNF830,34961540,ENSG00000132141,CCT6B,34961460
ENSG00000132141,CCT6B,34961460,ENSG00000198783,ZNF830,34961540
ENSG00000278540,ACACA,37406836,ENSG00000276234,TADA2A,37406886
ENSG00000276234,TADA2A,37406886,ENSG00000278540,ACACA,37406836
ENSG00000172057,ORMDL3,39927601,ENSG00000204913,LRRC3C,39927732
ENSG00000176563,CNTD1,42798861,ENSG00000183978,COA3,42798704
ENSG00000229637,PRAC2,48723185,ENSG00000159182,PRAC1,48722518
ENSG00000159182,PRAC1,48722518,ENSG00000229637,PRAC2,48723185
ENSG00000108798,ABI3,49210707,ENSG00000167083,GNGT2,49210574
ENSG00000183978,COA3,42798704,ENSG00000176563,CNTD1,42798861
ENSG00000167083,GNGT2,49210574,ENSG00000108798,ABI3,49210707
ENSG00000011260,UTP18,51260546,ENSG00000011258,MBTD1,51260049
ENSG00000180901,KCTD2,75047225,ENSG00000167863,ATP5PD,75046969
ENSG00000166260,COX11,54968654,ENSG00000166263,STXBP4,54968765
ENSG00000011258,MBTD1,51260049,ENSG00000011260,UTP18,51260546
ENSG00000166263,STXBP4,54968765,ENSG00000166260,COX11,54968654
ENSG00000109079,TNFAIP1,28335761,ENSG00000109083,IFT20,28335472
ENSG00000004142,POLDIP2,28357527,ENSG00000244045,TMEM199,28357647
ENSG00000244045,TMEM199,28357647,ENSG00000004142,POLDIP2,28357527
ENSG00000186532,SMYD4,1829902,ENSG00000132383,RPA1,1830005
ENSG00000132383,RPA1,1830005,ENSG00000186532,SMYD4,1829902
ENSG00000224877,NDUFAF8,81239318,ENSG00000167302,TEPSIN,81239055
ENSG00000167740,CYB5D2,4143197,ENSG00000074755,ZZEF1,4143030
ENSG00000182224,CYB5D1,7858003,ENSG00000183011,NAA38,7857559
ENSG00000170043,TRAPPC1,7931946,ENSG00000170037,CNTROB,7932206
ENSG00000170037,CNTROB,7932206,ENSG00000170043,TRAPPC1,7931946
ENSG00000170310,STX8,9575820,ENSG00000166596,CFAP52,9576642
ENSG00000166596,CFAP52,9576642,ENSG00000170310,STX8,9575820
ENSG00000133028,SCO1,10697533,ENSG00000170222,ADPRM,10697594
ENSG00000170222,ADPRM,10697594,ENSG00000133028,SCO1,10697533
ENSG00000108883,EFTUD2,44899445,ENSG00000167131,CCDC103,44899729
ENSG00000167131,CCDC103,44899729,ENSG00000108883,EFTUD2,44899445
ENSG00000181396,OGFOD3,82418586,ENSG00000169660,HEXD,82418347
ENSG00000204237,OXLD1,81666605,ENSG00000185298,CCDC137,81666737
ENSG00000185298,CCDC137,81666737,ENSG00000204237,OXLD1,81666605
ENSG00000108469,RECQL5,75667154,ENSG00000161526,SAP30BP,75667338
ENSG00000161526,SAP30BP,75667338,ENSG00000108469,RECQL5,75667154
ENSG00000257949,TEN1,75979240,ENSG00000161533,ACOX1,75979166
ENSG00000070495,JMJD6,76726606,ENSG00000181038,METTL23,76726839
ENSG00000169660,HEXD,82418347,ENSG00000181396,OGFOD3,82418586
ENSG00000109083,IFT20,28335472,ENSG00000109079,TNFAIP1,28335761
ENSG00000181038,METTL23,76726839,ENSG00000070495,JMJD6,76726606
ENSG00000132581,SDF2,28661906,ENSG00000109111,SUPT6H,28662205
ENSG00000109111,SUPT6H,28662205,ENSG00000132581,SDF2,28661906
ENSG00000182628,SKA2,59155186,ENSG00000068489,PRR11,59155746
ENSG00000068489,PRR11,59155746,ENSG00000182628,SKA2,59155186
ENSG00000070366,SMG6,2303785,ENSG00000167720,SRR,2303950
ENSG00000167720,SRR,2303950,ENSG00000070366,SMG6,2303785
ENSG00000159111,MRPL10,47831541,ENSG00000141294,LRRC46,47831670
ENSG00000141294,LRRC46,47831670,ENSG00000159111,MRPL10,47831541
ENSG00000108654,DDX5,64506289,ENSG00000258890,CEP95,64506977
ENSG00000185359,HGS,81684011,ENSG00000214087,ARL16,81683797
ENSG00000125447,GGA3,75261606,ENSG00000125445,MRPS7,75261879
ENSG00000125445,MRPS7,75261879,ENSG00000125447,GGA3,75261606
ENSG00000141497,ZMYND15,4739833,ENSG00000161921,CXCL16,4739928
ENSG00000141699,RETREG3,42609374,ENSG00000131462,TUBG1,42609683
ENSG00000167900,TK1,78187052,ENSG00000183077,AFMID,78187362
ENSG00000183684,ALYREF,81891586,ENSG00000141552,ANAPC11,81891723
ENSG00000141552,ANAPC11,81891723,ENSG00000183684,ALYREF,81891586
ENSG00000131462,TUBG1,42609683,ENSG00000141699,RETREG3,42609374
ENSG00000184451,CCR10,42681843,ENSG00000108797,CNTNAP1,42682531
ENSG00000108797,CNTNAP1,42682531,ENSG00000184451,CCR10,42681843
ENSG00000171861,MRM3,782353,ENSG00000167699,GLOD4,782280
ENSG00000214087,ARL16,81683797,ENSG00000185359,HGS,81684011
ENSG00000141337,ARSG,68291495,ENSG00000108932,SLC16A6,68291127
ENSG00000177303,CASKIN2,75515537,ENSG00000182173,TSEN54,75516528
ENSG00000182173,TSEN54,75516528,ENSG00000177303,CASKIN2,75515537
ENSG00000181409,AATK,81166221,ENSG00000225180,PVALEF,81165507
ENSG00000225180,PVALEF,81165507,ENSG00000181409,AATK,81166221
ENSG00000167302,TEPSIN,81239055,ENSG00000224877,NDUFAF8,81239318
ENSG00000214226,C17orf67,56833920,ENSG00000153933,DGKE,56834151
ENSG00000153933,DGKE,56834151,ENSG00000214226,C17orf67,56833920
ENSG00000267060,PTGES3L,42980080,ENSG00000198863,RUNDC1,42980565
ENSG00000108826,MRPL27,50373184,ENSG00000154920,EME1,50373229
ENSG00000154920,EME1,50373229,ENSG00000108826,MRPL27,50373184
ENSG00000167863,ATP5PD,75046969,ENSG00000180901,KCTD2,75047225
ENSG00000175826,CTDNEP1,7251734,ENSG00000170291,ELP5,7252215
ENSG00000183011,NAA38,7857559,ENSG00000182224,CYB5D1,7858003
ENSG00000169733,RFNG,82051811,ENSG00000169727,GPS1,82051898
ENSG00000204913,LRRC3C,39927732,ENSG00000172057,ORMDL3,39927601
ENSG00000092931,MFSD11,76738119,ENSG00000161547,SRSF2,76737331
ENSG00000108932,SLC16A6,68291127,ENSG00000141337,ARSG,68291495
ENSG00000258890,CEP95,64506977,ENSG00000108654,DDX5,64506289
ENSG00000141219,C17orf80,73232433,ENSG00000133193,FAM104A,73232394
ENSG00000133193,FAM104A,73232394,ENSG00000141219,C17orf80,73232433
ENSG00000183077,AFMID,78187362,ENSG00000167900,TK1,78187052
ENSG00000167699,GLOD4,782280,ENSG00000171861,MRM3,782353
ENSG00000170291,ELP5,7252215,ENSG00000175826,CTDNEP1,7251734
ENSG00000161533,ACOX1,75979166,ENSG00000257949,TEN1,75979240
ENSG00000198863,RUNDC1,42980565,ENSG00000267060,PTGES3L,42980080
ENSG00000108528,SLC25A11,4940046,ENSG00000108523,RNF167,4940268
ENSG00000108523,RNF167,4940268,ENSG00000108528,SLC25A11,4940046
ENSG00000129250,KIF1C,4997950,ENSG00000196388,INCA1,4997522
ENSG00000196388,INCA1,4997522,ENSG00000129250,KIF1C,4997950
ENSG00000141519,CCDC40,80036642,ENSG00000167291,TBC1D16,80035872
ENSG00000182612,TSPAN10,81637196,ENSG00000182446,NPLOC4,81637112
ENSG00000121101,TEX14,58692045,ENSG00000108384,RAD51C,58692602
ENSG00000266826,IGBP1C,58692045,ENSG00000108384,RAD51C,58692602
ENSG00000108384,RAD51C,58692602,ENSG00000266826,IGBP1C,58692045
ENSG00000108384,RAD51C,58692602,ENSG00000121101,TEX14,58692045
ENSG00000040531,CTNS,3636760,ENSG00000197417,SHPK,3636250
ENSG00000197417,SHPK,3636250,ENSG00000040531,CTNS,3636760
ENSG00000213977,TAX1BP3,3668578,ENSG00000127774,EMC6,3668812
ENSG00000127774,EMC6,3668812,ENSG00000213977,TAX1BP3,3668578
ENSG00000108588,CCDC47,63773597,ENSG00000198231,DDX42,63774170
ENSG00000198231,DDX42,63774170,ENSG00000108588,CCDC47,63773597
ENSG00000108592,FTSJ3,63827663,ENSG00000087191,PSMC5,63827431
ENSG00000278259,MYO19,36534868,ENSG00000277161,PIGW,36534987
ENSG00000277161,PIGW,36534987,ENSG00000278259,MYO19,36534868
ENSG00000141499,WRAP53,7688477,ENSG00000141510,TP53,7687490
ENSG00000180042,OR1R1P,3385930,ENSG00000221882,OR3A2,3386308
ENSG00000129197,RPAIN,5420182,ENSG00000108559,NUP88,5419662
ENSG00000072849,DERL2,5486178,ENSG00000167842,MIS12,5486566
ENSG00000167842,MIS12,5486566,ENSG00000072849,DERL2,5486178
ENSG00000108559,NUP88,5419662,ENSG00000129197,RPAIN,5420182
ENSG00000141378,PTRH2,59707430,ENSG00000062716,VMP1,59707654
ENSG00000181523,SGSH,80220333,ENSG00000181045,SLC26A11,80220427
ENSG00000181045,SLC26A11,80220427,ENSG00000181523,SGSH,80220333
ENSG00000087191,PSMC5,63827431,ENSG00000108592,FTSJ3,63827663
ENSG00000177302,TOP3A,18314994,ENSG00000176994,SMCR8,18315293
ENSG00000176994,SMCR8,18315293,ENSG00000177302,TOP3A,18314994
ENSG00000214941,ZSWIM7,15999704,ENSG00000011295,TTC19,15999824
ENSG00000011295,TTC19,15999824,ENSG00000214941,ZSWIM7,15999704
ENSG00000109065,NAT9,74776345,ENSG00000109066,TMEM104,74776499
ENSG00000109066,TMEM104,74776499,ENSG00000109065,NAT9,74776345
ENSG00000182446,NPLOC4,81637112,ENSG00000182612,TSPAN10,81637196
ENSG00000167291,TBC1D16,80035872,ENSG00000141519,CCDC40,80036642
ENSG00000161921,CXCL16,4739928,ENSG00000141497,ZMYND15,4739833
ENSG00000169689,CENPX,82022878,ENSG00000169683,LRRC45,82023305
ENSG00000169683,LRRC45,82023305,ENSG00000169689,CENPX,82022878
ENSG00000169727,GPS1,82051898,ENSG00000169733,RFNG,82051811
ENSG00000221882,OR3A2,3386308,ENSG00000180042,OR1R1P,3385930
ENSG00000062716,VMP1,59707654,ENSG00000141378,PTRH2,59707430
ENSG00000108423,TUBD1,59892943,ENSG00000108443,RPS6KB1,59893121
ENSG00000108443,RPS6KB1,59893121,ENSG00000108423,TUBD1,59892943
ENSG00000175662,TOM1L2,17972400,ENSG00000171962,DRC3,17972862
ENSG00000171962,DRC3,17972862,ENSG00000175662,TOM1L2,17972400
ENSG00000171953,ATPAF2,18039168,ENSG00000141034,GID4,18039408
ENSG00000141034,GID4,18039408,ENSG00000171953,ATPAF2,18039168
ENSG00000141510,TP53,7687490,ENSG00000141499,WRAP53,7688477
ENSG00000161547,SRSF2,76737331,ENSG00000092931,MFSD11,76738119
ENSG00000206559,ZCWPW2,28348721,ENSG00000163512,AZI2,28348824
ENSG00000170860,LSM3,14178817,ENSG00000154767,XPC,14178601
ENSG00000163512,AZI2,28348824,ENSG00000206559,ZCWPW2,28348721
ENSG00000114388,NPRL2,50350775,ENSG00000114395,CYB561D2,50350862
ENSG00000154174,TOMM70,100401089,ENSG00000206535,LNP1,100401539
ENSG00000206535,LNP1,100401539,ENSG00000154174,TOMM70,100401089
ENSG00000198919,DZIP3,108589722,ENSG00000163507,CIP2A,108589438
ENSG00000144848,ATG3,112561962,ENSG00000138459,SLC35A5,112562045
ENSG00000138459,SLC35A5,112562045,ENSG00000144848,ATG3,112561962
ENSG00000114670,NEK11,131026877,ENSG00000034533,ASTE1,131026825
ENSG00000120742,SERP1,150546496,ENSG00000144895,EIF2A,150546787
